SurveyName,SurveyId,DHS_CountryCode,SurveyYear,SurveyType,SurveyStatus,CountryName,SurveyYearLabel,region,young_child_wt.regioncount,had_fever_wt.regioncount,public_treat_wt.regioncount,any_treat_wt.regioncount,had_fever_wt.regionprop,fever_public_treat_wt.regionprop,fever_any_treat_wt.regionprop
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,11,568.821724000001,104.261821,28.132841,54.008559,0.18329437256162145,0.26982878996521653,0.5180089747329466
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,12,92.7283460000001,12.111496,1.232015,1.232015,0.13061266077149686,0.10172277644314129,0.10172277644314129
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,13,221.563035,19.66896,3.885282,4.192291,0.088773653059951982,0.19753367742880154,0.21314248440181893
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,14,152.270617,22.910223,7.961706,7.961706,0.15045728093424618,0.34751761255226549,0.34751761255226549
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,21,369.722484999999,52.727991,23.193137,27.203818,0.14261505085361564,0.4398638476478271,0.51592745113311822
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,22,264.15561,52.766872,14.263992,17.473594,0.1997567721541102,0.2703209695659049,0.33114704999000127
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,23,381.972838999999,100.188586,16.594784,20.877099,0.26229243488173842,0.16563547468371298,0.20837801823053975
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,24,186.144997,17.284844,0,3.634226,0.092856881885469103,0,0.21025506507319361
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,25,391.241021,75.146766,19.292461,28.75879,0.19207281948075686,0.25673042270375279,0.38270163216338549
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,31,444.293309999999,82.5185669999999,10.251882,30.474803,0.18572993367827234,0.12423727619991283,0.36930843697273652
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,32,222.475569,44.498331,7.230243,10.189831,0.20001446091368352,0.16248346482927639,0.22899355483692185
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,33,322.740082,29.314559,2.42221,12.662968,0.090830239672554838,0.082628225790468149,0.43196856551722301
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,41,352.625465999999,32.369204,5.313267,8.882567,0.091794856359013202,0.16414574173649743,0.27441413140712384
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,42,364.644792,51.165738,14.521256,16.817007,0.14031665643533994,0.28380819993254081,0.3286771120158572
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,43,164.348436,22.343047,3.034722,5.938489,0.13594925235552591,0.13582399929606737,0.26578689110755577
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,44,79.446114,2.934236,0,0,0.036933662985706259,0,0
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,51,543.906747000003,63.0624669999999,14.576602,18.730967,0.11594352772387939,0.23114544503944037,0.29702242698497711
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,52,281.523963999999,37.370463,17.271885,19.212248,0.13274345270301796,0.46218011802529718,0.51410248783912571
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,53,256.293734,40.929213,14.970013,18.713305,0.15969650276350494,0.36575374659659349,0.4572114543223687
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,54,252.391907,28.581901,4.187692,7.981592,0.11324412632612661,0.14651551693500026,0.27925336386827454
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,71,175.436662,27.226855,13.098527,20.177696,0.15519478477081375,0.48108850618259069,0.74109536338295412
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,72,288.728651,18.177315,3.038443,3.038443,0.062956394999400311,0.1671557653041717,0.1671557653041717
