SurveyName,SurveyId,DHS_CountryCode,SurveyYear,SurveyType,SurveyStatus,CountryName,SurveyYearLabel,clusterid,latitude,longitude,region,urban_rural,young_child_wt.clustcount,had_fever_wt.clustcount,public_treat_wt.clustcount,any_treat_wt.clustcount,had_fever_wt.clustprop,fever_public_treat_wt.clustprop,fever_any_treat_wt.clustprop
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,1,-18.810593,47.547694,11,2,21.06066,5.616176,1.404044,1.404044,0.26666666666666672,0.25,0.25
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,2,-18.821461,47.562162,11,2,17.090238,4.660974,0,1.553658,0.27272727272727276,0,0.33333333333333331
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,3,-18.858146,47.578433,11,2,4.679024,1.002648,0.334216,0.334216,0.21428571428571427,0.33333333333333337,0.33333333333333337
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,4,-18.751188,47.627068,11,2,30.79125,13.685,3.42125,5.131875,0.44444444444444442,0.25,0.375
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,5,-18.790909,47.455721,11,2,41.04804,7.46328,0,1.86582,0.18181818181818182,0,0.25
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,6,-18.824424,47.519282,11,2,25.528284,8.509428,2.836476,7.09119,0.33333333333333331,0.33333333333333337,0.83333333333333337
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,7,-18.800020,47.480781,11,2,4.499016,0.749836,0,0,0.16666666666666666,0,0
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,8,-18.749716,47.362492,11,2,12.909512,2.766324,1.844216,1.844216,0.2142857142857143,0.66666666666666674,0.66666666666666674
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,9,-18.884661,47.407665,11,2,23.458825,0,0,0,0,0,0
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,10,-18.286927,47.093812,11,2,26.845488,0,0,0,0,0,0
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,11,-18.659250,47.068361,11,2,22.972158,3.828693,0,0,0.16666666666666666,0,0
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,12,-19.029857,47.823218,11,2,12.82432,0.80152,0,0,0.0625,0,0
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,13,-19.098130,47.818496,11,2,27.3646,4.378336,1.094584,1.094584,0.16,0.25,0.25
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,14,-18.527545,47.776571,11,2,34.791288,3.313456,0,1.656728,0.095238095238095233,0,0.5
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,15,-18.269603,47.631014,11,2,33.567534,2.582118,2.582118,2.582118,0.076923076923076913,1,1
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,16,-18.197057,47.538238,11,2,76.767642,2.843246,0,2.843246,0.037037037037037042,0,1
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,17,-19.188129,47.683280,11,2,33.427855,1.453385,1.453385,1.453385,0.043478260869565216,1,1
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,18,-18.930320,47.495588,11,2,15.532636,4.437896,0,2.218948,0.28571428571428575,0,0.5
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,19,-18.925338,47.480818,11,2,21.072506,9.725772,4.862886,6.483848,0.46153846153846151,0.5,0.66666666666666674
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,20,-18.911644,47.454640,11,2,14.383038,4.542012,0.757002,2.271006,0.31578947368421051,0.16666666666666666,0.5
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,21,-18.964544,47.530418,11,2,9.0018,6.75135,3.375675,5.626125,0.75000000000000011,0.5,0.83333333333333326
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,22,-18.961090,47.564298,11,2,17.751587,5.221055,1.044211,3.132633,0.29411764705882348,0.20000000000000001,0.59999999999999998
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,23,-18.908991,47.435086,11,2,11.788032,3.68376,0,0.736752,0.3125,0,0.19999999999999998
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,24,-18.996418,47.556018,11,2,29.666391,6.245556,3.122778,4.684167,0.21052631578947367,0.5,0.75000000000000011
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,25,-19.795970,46.743490,12,2,12.497419,1.136129,0,0,0.090909090909090898,0,0
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,26,-19.713559,46.598851,12,2,20.944255,3.696045,1.232015,1.232015,0.17647058823529413,0.33333333333333337,0.33333333333333337
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,27,-19.228937,47.004783,12,2,14.044824,1.170402,0,0,0.083333333333333329,0,0
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,28,-20.079001,47.005250,12,2,18.14756,2.722134,0,0,0.15000000000000002,0,0
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,29,0.000000,0.000000,12,2,27.094288,3.386786,0,0,0.125,0,0
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,30,-19.008488,47.180054,13,1,0.96612,0.128816,0,0.064408,0.13333333333333336,0,0.5
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,31,-19.030139,47.214850,13,1,2.45135,0.334275,0,0.111425,0.13636363636363635,0,0.33333333333333331
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,32,-18.979507,47.332145,13,2,14.680148,1.048582,0,0,0.071428571428571425,0,0
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,33,-19.097815,47.434847,13,2,18.96648,2.91792,0,0,0.15384615384615385,0,0
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,34,-18.951216,46.913205,13,1,0.852644,0.393528,0.196764,0.32794,0.46153846153846156,0.5,0.83333333333333337
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,35,-18.959824,46.912287,13,1,2.081616,0.367344,0.244896,0.244896,0.17647058823529413,0.66666666666666663,0.66666666666666663
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,36,-18.889907,46.846469,13,2,49.396776,7.599504,1.899876,1.899876,0.15384615384615383,0.25,0.25
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,37,-18.950335,46.728770,13,2,17.571744,0,0,0,0,0,0
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,38,-18.710796,46.664877,13,2,41.681142,1.543746,1.543746,1.543746,0.037037037037037035,1,1
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,39,-19.120893,46.827897,13,2,72.915015,5.335245,0,0,0.073170731707317069,0,0
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,40,-18.768371,46.051483,14,1,14.614695,0.541285,0,0,0.037037037037037042,0,0
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,41,-18.998623,46.092869,14,2,76.1525120000001,16.465408,2.058176,2.058176,0.21621621621621592,0.125,0.125
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,42,-18.973699,45.632391,14,2,14.27517,0,0,0,0,0,0
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,43,-18.466561,46.556541,14,2,47.22824,5.90353,5.90353,5.90353,0.125,1,1
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,44,-21.845952,46.982070,21,1,2.963004,0.538728,0,0.269364,0.1818181818181818,0,0.5
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,45,-21.827074,46.939195,21,1,2.730312,0.606736,0,0,0.22222222222222224,0,0
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,46,-21.866316,46.884869,21,1,3.2472,0.8118,0.1353,0.2706,0.25,0.16666666666666669,0.33333333333333337
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,47,-21.804015,46.886401,21,2,25.927486,0,0,0,0,0,0
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,48,-21.981082,46.440778,21,2,76.815564,2.743413,2.743413,2.743413,0.035714285714285712,1,1
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,49,-21.095810,47.215887,21,1,2.627658,0.437943,0.437943,0.437943,0.16666666666666669,1,1
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,50,-21.070149,47.277188,21,2,21.958608,7.319536,1.829884,1.829884,0.33333333333333331,0.25,0.25
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,51,-20.975458,47.260390,21,2,27.43782,3.658376,1.829188,1.829188,0.13333333333333333,0.5,0.5
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,52,-20.824506,47.196207,21,2,33.390414,4.910355,0.982071,0.982071,0.14705882352941177,0.20000000000000001,0.20000000000000001
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,53,-21.453046,46.489012,21,2,24.280578,3.468654,0,0,0.14285714285714285,0,0
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,54,-21.434238,47.265952,21,2,25.4112,7.115136,4.065792,6.098688,0.27999999999999997,0.57142857142857151,0.85714285714285721
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,55,-21.482862,47.207820,21,2,18.25446,5.21556,3.91167,4.563615,0.2857142857142857,0.75,0.87500000000000011
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,56,-21.583399,47.032469,21,2,7.902042,0.464826,0,0,0.058823529411764712,0,0
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,57,-21.680617,47.045375,21,2,27.589325,4.414292,2.207146,2.207146,0.16,0.5,0.5
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,58,-21.485643,46.931917,21,2,31.418598,2.732052,1.366026,1.366026,0.086956521739130432,0.5,0.5
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,59,-21.153660,46.878741,21,2,37.768216,8.290584,3.684704,4.60588,0.21951219512195122,0.44444444444444442,0.55555555555555547
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,60,-20.359333,46.902764,22,2,38.290912,7.179546,2.393182,2.393182,0.1875,0.33333333333333331,0.33333333333333331
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,61,-20.530808,47.247873,22,1,3.961494,0.293444,0,0,0.07407407407407407,0,0
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,62,-20.532290,47.221758,22,1,2.883168,0.840924,0,0.480528,0.29166666666666669,0,0.5714285714285714
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,63,-20.534598,47.245544,22,1,1.712461,0.201466,0.100733,0.100733,0.11764705882352941,0.5,0.5
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,64,-20.531865,47.252028,22,1,2.349904,0.440607,0.146869,0.293738,0.1875,0.33333333333333331,0.66666666666666663
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,65,-20.553586,47.248228,22,1,1.32392,0.264784,0,0.066196,0.20000000000000001,0,0.25
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,66,-20.547692,47.192479,22,2,30.419874,2.253324,1.126662,1.126662,0.074074074074074084,0.5,0.5
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,67,-20.557338,47.311613,22,2,29.535562,6.080851,0.868693,1.737386,0.20588235294117649,0.14285714285714288,0.28571428571428575
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,68,-20.708045,47.615758,22,2,56.008744,14.825844,1.647316,3.294632,0.26470588235294118,0.1111111111111111,0.22222222222222221
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,69,-20.083968,47.351364,22,2,28.587533,5.914662,1.971554,1.971554,0.20689655172413793,0.33333333333333337,0.33333333333333337
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,70,-20.124294,47.483809,22,2,36.80181,4.906908,1.226727,1.226727,0.1333333333333333,0.25,0.25
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,71,-20.695470,47.072926,22,2,32.280228,9.564512,4.782256,4.782256,0.29629629629629628,0.5,0.5
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,72,-21.656448,47.669610,23,2,45.961539,10.606509,0,0,0.23076923076923078,0,0
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,73,-20.607966,48.275311,23,2,49.740617,10.754728,1.344341,1.344341,0.21621621621621623,0.125,0.125
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,74,-20.768536,47.934580,23,2,33.372024,4.767432,0,0,0.14285714285714285,0,0
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,75,-20.997550,48.427396,23,2,25.585816,7.52524,0,1.505048,0.29411764705882354,0,0.19999999999999998
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,76,-22.147019,48.001797,23,1,9.631248,0.601953,0.601953,0.601953,0.0625,1,1
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,77,-22.213826,47.914275,23,2,94.33044,42.448698,9.433044,9.433044,0.45000000000000001,0.22222222222222224,0.22222222222222224
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,78,-22.210041,47.733723,23,2,10.950066,3.650022,1.216674,1.216674,0.33333333333333331,0.33333333333333337,0.33333333333333337
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,79,-21.758729,47.802928,23,2,24.3568,9.74272,0.974272,0.974272,0.40000000000000002,0.10000000000000001,0.10000000000000001
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,80,-21.546575,47.477769,23,2,40.83075,4.53675,3.0245,3.0245,0.11111111111111109,0.66666666666666674,0.66666666666666674
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,81,-22.244215,47.770330,23,2,47.213539,5.554534,0,2.777267,0.11764705882352942,0,0.5
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,82,-22.398881,46.115593,24,1,9.356328,1.169541,0,0.389847,0.125,0,0.33333333333333337
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,83,-22.223783,46.143445,24,2,77.865096,9.733137,0,3.244379,0.125,0,0.33333333333333337
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,84,-22.459709,46.893775,24,2,98.923573,6.382166,0,0,0.064516129032258063,0,0
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,85,-22.816378,47.821129,25,1,18.387991,3.558966,0,1.779483,0.19354838709677419,0,0.5
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,86,-22.858636,47.707735,25,2,110.389712,21.539456,5.384864,5.384864,0.1951219512195122,0.25,0.25
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,87,-22.937315,47.445954,25,2,100.7097,11.98925,2.39785,2.39785,0.11904761904761905,0.20000000000000001,0.20000000000000001
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,88,-23.341150,47.599968,25,1,6.215295,2.071765,0,0.828706,0.33333333333333331,0,0.40000000000000002
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,89,-23.340634,47.649853,25,2,37.090844,5.298692,2.649346,2.649346,0.14285714285714288,0.5,0.5
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,90,-23.453576,47.297468,25,2,42.415854,19.576548,3.262758,8.700688,0.46153846153846145,0.16666666666666666,0.44444444444444442
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,91,-23.536787,47.008872,25,2,42.6063,7.10105,4.26063,5.68084,0.16666666666666669,0.59999999999999998,0.80000000000000004
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,92,-23.892736,46.951756,25,2,33.425325,4.011039,1.337013,1.337013,0.12000000000000001,0.33333333333333331,0.33333333333333331
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,93,-18.164950,49.402344,31,1,5.64528,1.88176,0.47044,1.41132,0.33333333333333337,0.25,0.74999999999999989
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,94,-18.160132,49.410516,31,1,3.361608,0,0,0,0,0,0
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,95,-18.140599,49.392335,31,1,9.915516,2.203448,0,1.101724,0.22222222222222221,0,0.5
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,96,-18.163728,49.391653,31,1,6.068667,1.655091,1.103394,1.655091,0.27272727272727276,0.66666666666666663,1
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,97,-18.136429,49.406226,31,1,5.26485,1.40396,0,1.05297,0.26666666666666666,0,0.74999999999999989
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,98,-18.152520,49.399221,31,1,5.89526,2.358104,0,0.589526,0.39999999999999997,0,0.25
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,99,-18.146156,49.400009,31,1,5.32004,1.45092,0.48364,0.48364,0.27272727272727276,0.33333333333333337,0.33333333333333337
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,100,-18.142362,49.381254,31,1,6.679829,1.541499,0,1.027666,0.23076923076923078,0,0.66666666666666663
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,101,-18.942186,48.688528,31,2,45.958709,2.965078,0,0,0.064516129032258063,0,0
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,102,-19.336450,48.975242,31,1,6.01693,0.601693,0,0,0.10000000000000001,0,0
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,103,-19.591787,48.750527,31,2,140.556837,23.924568,5.981142,11.962284,0.1702127659574468,0.25,0.5
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,104,-20.150625,48.510158,31,2,79.677576,15.492862,2.213266,6.639798,0.19444444444444445,0.14285714285714285,0.42857142857142855
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,105,-20.161612,48.014762,31,2,27.86574,5.30776,0,2.65388,0.19047619047619049,0,0.5
